date,classification,closed_pnl_sum,closed_pnl_mean,notional_sum,win_mean
2024-05-02,Fear,-33.45419400000003,-0.4646415833333337,770198.26,0.19444444444444445
2024-05-03,Neutral,19791.026041,109.95014467222222,841810.32,0.9055555555555556
2024-05-04,Greed,10706.484306,107.06484306,503791.8,0.9
2024-05-05,Greed,0.916,0.15266666666666667,24068.350000000002,0.16666666666666666
2024-05-06,Greed,56.055506,1.038064925925926,25350.77,0.2962962962962963
2024-05-07,Greed,0.0,0.0,272289.89,0.0
2024-05-08,Greed,-13013.665169,-162.6708146125,420495.4,0.4125
2024-05-09,Greed,0.0,0.0,0.84,0.0
2024-05-10,Greed,5767.161892,155.86924032432432,605605.74,0.6486486486486487
2024-05-11,Neutral,678.4759280000001,67.8475928,200627.23,0.5
2024-05-12,Greed,71574.11848800001,156.96078615789474,1256750.79,0.4232456140350877
2024-05-13,Greed,2136.853859,76.31620925,193118.9,0.35714285714285715
2024-05-14,Greed,1150.5233050000002,50.02275239130436,145853.4,0.17391304347826086
2024-05-15,Greed,948.970582,26.360293944444447,234922.57,0.4722222222222222
2024-05-16,Greed,214.5898,7.94777037037037,162620.96,0.18518518518518517
2024-05-18,Greed,3522.3946610000003,140.89578644000002,126303.14,0.64
2024-05-19,Greed,0.0,0.0,29998.09,0.0
2024-05-20,Greed,-74.818442,-7.4818442,38124.75,0.0
2024-05-21,Extreme Greed,7289.397571999999,58.31518057599999,1100948.59,0.112
2024-05-22,Extreme Greed,0.0,0.0,44995.29,0.0
2024-05-23,Extreme Greed,413.347329,1.2718379353846154,401850.6,0.4461538461538462
2024-05-24,Greed,821.949278,410.974639,50811.899999999994,1.0
2024-05-25,Extreme Greed,14.126038999999999,0.8828774374999999,29991.129999999997,0.3125
2024-05-26,Extreme Greed,778.6839,48.66774375,53976.67,0.25
2024-05-27,Greed,1129.35587,4.499425776892431,151115.72,0.35856573705179284
2024-05-29,Greed,277.791953,1.6938533719512194,84268.76,0.4146341463414634
2024-05-30,Greed,20.951433,2.9930618571428576,2838.09,0.7142857142857143
2024-05-31,Greed,25.35812,1.9506246153846154,3636.14,0.3076923076923077
2024-06-01,Greed,135.58166400000002,6.16280290909091,298521.4,0.45454545454545453
2024-06-02,Greed,-215.615907,-0.19817638511029412,8047153.41,0.1645220588235294
2024-06-03,Greed,6814.825139,83.10762364634145,327218.02,0.8780487804878049
2024-06-04,Greed,236.33513399999998,14.770945874999999,68223.67,0.25
2024-06-05,Extreme Greed,968.59038,107.62115333333333,206016.43,0.4444444444444444
2024-06-06,Extreme Greed,274.173187,1.1716802863247862,137557.76,0.42735042735042733
2024-06-07,Extreme Greed,108.87217799999999,4.53634075,2490.17,0.2916666666666667
2024-06-08,Greed,267.318048,2.4982995140186914,61478.38,0.12149532710280374
2024-06-09,Extreme Greed,-1104.856765,-26.306113452380952,39047.1,0.0
2024-06-10,Greed,130.487079,5.9312308636363635,300130.56,0.22727272727272727
2024-06-11,Greed,2817.83723,187.85581533333334,123906.9,0.4666666666666667
2024-06-12,Greed,-92624.643895,-229.83782604218362,3471019.22,0.23325062034739455
2024-06-13,Greed,6632.757115,83.95895082278481,132577.22,0.24050632911392406
2024-06-14,Greed,10258.592609,330.9223422258064,139868.66,0.4838709677419355
2024-06-15,Greed,3369.958346,43.20459417948718,718350.25,0.48717948717948717
2024-06-16,Greed,0.0,0.0,25235.079999999998,0.0
2024-06-17,Greed,10599.502375,278.9342730263158,368380.12,0.6578947368421053
2024-06-18,Greed,282.57636,11.3030544,263314.79,0.16
2024-06-19,Greed,4887.656944,80.12552367213115,417071.12,0.5081967213114754
2024-06-20,Greed,57478.456026,1473.8065647692308,207990.8,0.20512820512820512
2024-06-21,Greed,773.5582039999999,9.66947755,176264.49,0.0375
2024-06-22,Neutral,756.876565,31.536523541666668,169594.27000000002,0.3333333333333333
2024-06-23,Greed,0.0,0.0,1792.12,0.0
2024-06-24,Neutral,0.0,0.0,403002.8,0.0
2024-06-25,Fear,4869.353105,99.3745531632653,103099.08,0.22448979591836735
2024-06-26,Neutral,4197.732182,58.30183586111111,365190.66000000003,0.2916666666666667
2024-06-27,Fear,0.0,0.0,130486.95,0.0
2024-06-29,Fear,6150.326145,82.0043486,280095.11,0.32
2024-06-30,Neutral,0.0,0.0,30520.69,0.0
2024-07-01,Neutral,-835.681235,-8.615270463917525,1048850.06,0.09278350515463918
2024-07-02,Neutral,241.24212,16.082808,6758.73,0.13333333333333333
2024-07-04,Fear,0.0,0.0,49988.14,0.0
2024-07-05,Fear,883.537693,49.08542738888889,108717.58,0.5
2024-07-06,Fear,8902.467416,20.23288049090909,1098588.76,0.4
2024-07-07,Fear,61.428942,6.1428942,498.75,1.0
2024-07-08,Fear,188.789255,5.720886515151515,2492.77,0.30303030303030304
2024-07-10,Fear,0.0,0.0,219984.65,0.0
2024-07-11,Fear,4493.353136,39.764187044247784,111335.3,0.5309734513274337
2024-07-12,Fear,85906.279067,282.5864442993421,451733.42,0.4309210526315789
2024-07-13,Fear,2913.617837,171.38928452941175,139189.19,1.0
2024-07-14,Fear,0.0,0.0,84001.13,0.0
2024-07-15,Neutral,-1.0,-0.038461538461538464,198344.85,0.0
2024-07-16,Greed,0.0,0.0,144000.57,0.0
2024-07-17,Greed,1859.269477,5.297064037037037,626005.53,0.4131054131054131
2024-07-18,Greed,3803.884311,63.398071849999994,649704.85,0.8
2024-07-19,Greed,2155.891114,93.73439626086956,150269.42,0.5217391304347826
2024-07-20,Greed,2299.169566,8.643494609022557,244362.21,0.12406015037593984
2024-07-21,Greed,-2960.716887,-6.608743051339286,234307.46,0.046875
2024-07-22,Greed,1517.119876,9.851427766233765,304213.8,0.14285714285714285
2024-07-23,Greed,89890.302206,242.9467627189189,358526.54,0.8891891891891892
2024-07-24,Greed,625.561479,6.9506831,69207.93,0.2
2024-07-25,Greed,916.7382600000001,11.753054615384617,528555.31,0.1282051282051282
2024-07-26,Greed,2766.513113,18.200744164473683,548587.65,0.40131578947368424
2024-07-27,Greed,6400.623656,112.2916430877193,905199.75,0.7368421052631579
2024-07-28,Greed,587.29903,36.706189375,43254.68,0.75
2024-07-29,Greed,330.80445399999996,8.482165487179486,327199.14,0.41025641025641024
2024-07-30,Greed,0.0,0.0,36006.47,0.0
2024-07-31,Greed,765.690884,17.806764744186047,84506.54,0.32558139534883723
2024-08-01,Neutral,-269.874439,-2.1083940546875,1522452.43,0.25
2024-08-02,Greed,770.756024,77.07560240000001,26051.12,0.4
2024-08-03,Fear,4271.886236,63.7594960597015,183583.18,0.8805970149253731
2024-08-04,Fear,1218.4267,40.614223333333335,211940.64,0.03333333333333333
2024-08-05,Fear,1.56576,0.12044307692307693,65973.57,0.07692307692307693
2024-08-06,Extreme Fear,129.13883900000002,4.453063413793104,97351.88,0.27586206896551724
2024-08-07,Fear,0.0,0.0,497.64,0.0
2024-08-08,Extreme Fear,-40.712216999999995,-4.5235796666666666,16299.35,0.0
2024-08-09,Neutral,0.0,0.0,0.11,0.0
2024-08-10,Fear,5396.546638,149.90407327777777,434584.13,0.9166666666666666
2024-08-11,Fear,-64.41354100000007,-1.6516292564102582,270700.44,0.15384615384615385
2024-08-12,Fear,15965.933436,38.014127228571425,932939.72,0.3619047619047619
2024-08-13,Fear,212.08102,9.220913913043479,20797.87,0.34782608695652173
2024-08-14,Fear,2168.9015130000003,86.75606052,66710.03,0.2
2024-08-15,Fear,0.0,0.0,1522.3700000000001,0.0
2024-08-16,Fear,825.230544,23.578015542857145,166382.84,0.08571428571428572
2024-08-17,Fear,-288.283113,-9.609437100000001,30248.96,0.0
2024-08-18,Fear,307.201888,20.480125866666665,62804.48,0.8
2024-08-19,Fear,339.69958299999996,42.462447874999995,100315.03,0.625
2024-08-20,Fear,192.602844,16.050237,49914.8,0.08333333333333333
2024-08-21,Fear,656.200925,4.525523620689655,104990.41,0.3724137931034483
2024-08-23,Fear,1005.30527,100.53052699999999,63509.56,0.3
2024-08-24,Greed,0.0,0.0,34999.67,0.0
2024-08-25,Neutral,0.0,0.0,21950.28,0.0
2024-08-26,Greed,231.236918,38.539486333333336,92611.27,0.3333333333333333
2024-08-27,Neutral,0.0,0.0,70250.16,0.0
2024-08-28,Fear,1333.359645,148.15107166666667,71160.06999999999,0.2222222222222222
2024-08-29,Fear,0.0,0.0,9995.85,0.0
2024-08-30,Fear,256.464,42.744,37233.24,0.16666666666666666
2024-08-31,Fear,10.882801,0.3200823823529412,107507.43000000001,0.35294117647058826
2024-09-01,Fear,-826.349863,-11.804998042857143,870051.97,0.2571428571428571
2024-09-03,Fear,9949.501624,85.03847541880343,658178.75,0.8290598290598291
2024-09-04,Fear,0.0,0.0,57063.840000000004,0.0
2024-09-05,Fear,1147.595856,40.985566285714285,221966.12,0.39285714285714285
2024-09-06,Extreme Fear,0.0,0.0,22410.22,0.0
2024-09-07,Extreme Fear,648.984412,43.265627466666665,2736.45,1.0
2024-09-08,Fear,18082.071276,125.56993941666666,503204.86,0.2986111111111111
2024-09-09,Fear,0.0,0.0,4014.4300000000003,0.0
2024-09-10,Fear,396.06272,28.290194285714286,220399.93,0.21428571428571427
2024-09-11,Fear,102.90894,1.196615581395349,193384.41,0.22093023255813954
2024-09-12,Fear,6310.967676,11.708659881261596,983949.68,0.31910946196660483
2024-09-14,Neutral,0.0,0.0,1014.8000000000001,0.0
2024-09-18,Neutral,-878.684794,-6.059895131034483,13633.5,0.0
2024-09-19,Neutral,0.0,0.0,1521.8700000000001,0.0
2024-09-20,Neutral,9585.03428,599.0646425,332873.38,0.5
2024-09-21,Neutral,36165.56933,1572.416057826087,165648.12,1.0
2024-09-22,Neutral,0.0,0.0,19999.739999999998,0.0
2024-09-23,Neutral,334.760796,167.380398,40334.29,0.5
2024-09-24,Neutral,0.0,0.0,7118.63,0.0
2024-09-25,Greed,0.0,0.0,52754.130000000005,0.0
2024-09-26,Neutral,439.812513,54.976564125,113711.93000000001,0.25
2024-09-27,Greed,0.0,0.0,126097.04,0.0
2024-09-28,Greed,0.0,0.0,29199.21,0.0
2024-09-30,Greed,2710.626288,25.571946113207545,214669.85,0.04716981132075472
2024-10-01,Neutral,-1517.091342,-7.860576901554404,2057479.48,0.21243523316062177
2024-10-03,Fear,2482.9272,59.117314285714286,219973.85,0.6904761904761905
2024-10-04,Fear,5207.443414,127.01081497560976,351735.97,0.8780487804878049
2024-10-05,Neutral,2101.741695,95.53371340909092,156882.0,0.2727272727272727
2024-10-06,Neutral,31.266804999999998,0.589939716981132,46587.93,0.33962264150943394
2024-10-07,Neutral,11977.734907,213.88812333928573,687900.21,0.6785714285714286
2024-10-08,Neutral,0.0,0.0,11339.29,0.0
2024-10-09,Neutral,-219.729659,-73.24321966666666,2547.28,0.0
2024-10-10,Fear,0.0,0.0,300024.33999999997,0.0
2024-10-11,Fear,991.114334,5.728984589595376,413636.7,0.2947976878612717
2024-10-12,Neutral,39325.770231,24.640206911654136,3150424.08,0.5870927318295739
2024-10-13,Neutral,0.0,0.0,60002.42,0.0
2024-10-14,Neutral,1913.61958,382.72391600000003,61916.020000000004,1.0
2024-10-15,Greed,1170.2260760000001,167.17515371428573,81173.36,0.5714285714285714
2024-10-16,Greed,219.480876,19.95280690909091,80229.17,0.2727272727272727
2024-10-17,Greed,36.11496,4.0127733333333335,140531.75,0.1111111111111111
2024-10-18,Greed,333.219141,55.536523499999994,120331.43000000001,0.8333333333333334
2024-10-19,Greed,0.0,0.0,99996.86,0.0
2024-10-20,Greed,389.155797,4.05370621875,176447.86000000002,0.11458333333333333
2024-10-21,Greed,2464.915564,14.248066843930635,324117.99,0.3930635838150289
2024-10-22,Greed,0.0,0.0,60000.36,0.0
2024-10-23,Greed,-46.489941,-2.5827745,210006.07,0.0
2024-10-25,Greed,13235.862071,441.19540236666666,427883.18,0.7
2024-10-27,Greed,666.6623079999999,166.66557699999998,90664.41,0.75
2024-10-28,Greed,167.28016200000002,12.867704769230771,121495.25,0.3076923076923077
2024-10-29,Greed,801.170876,15.11643162264151,613267.8099999999,0.05660377358490566
2024-10-30,Extreme Greed,9.150023,0.36600091999999995,11830.85,0.28
2024-10-31,Extreme Greed,1214.043811,25.292579395833332,896173.36,0.7083333333333334
2024-11-01,Extreme Greed,-164.08950099999998,-7.813785761904761,305314.1,0.23809523809523808
2024-11-02,Greed,983.443176,28.924799294117648,212311.82,0.20588235294117646
2024-11-03,Greed,3588.179495,85.43284511904761,176519.44999999998,0.9285714285714286
2024-11-04,Greed,389.743164,24.35894775,76400.96,0.125
2024-11-05,Greed,251.604742,27.956082444444444,63248.95,1.0
2024-11-06,Greed,4320.631811,35.12708789430894,373279.92,0.13821138211382114
2024-11-07,Extreme Greed,1876.812082,98.77958326315789,169887.02,0.47368421052631576
2024-11-08,Extreme Greed,847.7766200000001,35.32402583333334,44230.21,0.16666666666666666
2024-11-09,Extreme Greed,0.0,0.0,0.54,0.0
2024-11-10,Extreme Greed,8885.327477,341.74336450000004,488904.19,0.6923076923076923
2024-11-11,Extreme Greed,6749.630996,18.09552545844504,1570572.42,0.24664879356568364
2024-11-12,Extreme Greed,319051.554217,261.30348420720725,2194098.33,0.7125307125307125
2024-11-13,Extreme Greed,7846.402274,163.46671404166668,515336.37,0.5625
2024-11-14,Extreme Greed,4563.509225,41.4864475,1008361.81,0.2545454545454545
2024-11-15,Extreme Greed,4140.740438,27.790204281879195,1427858.42,0.3691275167785235
2024-11-16,Extreme Greed,2769.521909,17.640266936305732,303296.07,0.3057324840764331
2024-11-17,Extreme Greed,882.975285,4.224762129186603,1215987.57,0.23444976076555024
2024-11-18,Extreme Greed,4470.815187,12.921431176300578,2084339.58,0.3583815028901734
2024-11-19,Extreme Greed,2958.268991,9.699242593442623,628031.15,0.4918032786885246
2024-11-20,Extreme Greed,4210.0928969999995,7.654714358181818,1999514.1199999999,0.3981818181818182
2024-11-21,Extreme Greed,1692.430891,3.1634222261682243,598300.62,0.308411214953271
2024-11-22,Extreme Greed,-18105.345617,-26.664721085419732,1646713.62,0.3078055964653903
2024-11-23,Extreme Greed,2901.531638,7.993200104683195,516245.68,0.3526170798898072
2024-11-24,Extreme Greed,945.550386,5.497385965116279,664952.28,0.26744186046511625
2024-11-25,Extreme Greed,5523.740734,21.66172836862745,937410.87,0.4117647058823529
2024-11-26,Extreme Greed,1094.809359,3.6251965529801327,1146902.44,0.2913907284768212
2024-11-27,Extreme Greed,-2654.495633,-12.462420812206572,1444242.53,0.3474178403755869
2024-11-28,Extreme Greed,-127075.39958499999,-382.75722766566264,1894225.15,0.32831325301204817
2024-11-29,Extreme Greed,176844.994152,449.98726247328244,794262.91,0.48854961832061067
2024-11-30,Extreme Greed,37316.69352,100.04475474530831,1732193.7,0.42091152815013405
2024-12-01,Extreme Greed,-1925.519024,-275.0741462857143,200082.27,0.0
2024-12-02,Extreme Greed,913.8817869999998,57.11761168749999,227247.69999999998,0.375
2024-12-03,Extreme Greed,3039.166,379.89575,103040.85,0.875
2024-12-04,Extreme Greed,-592.6458390000001,-4.594153790697676,442088.59,0.5503875968992248
2024-12-05,Extreme Greed,0.0,0.0,55179.56,0.0
2024-12-06,Greed,-21886.531493,-86.16744682283463,193407.96,0.08267716535433071
2024-12-07,Extreme Greed,1412.314654,74.33235021052631,89582.97,0.47368421052631576
2024-12-08,Extreme Greed,858.6705000000001,17.88896875,54167.32,0.125
2024-12-10,Extreme Greed,541.55471,54.155471,159713.4,0.7
2024-12-11,Greed,3494.399394,20.435084175438597,1226354.52,0.19883040935672514
2024-12-12,Extreme Greed,599151.795008,310.1199767122153,4557189.87,0.6997929606625258
2024-12-13,Extreme Greed,31935.901745,27.22583268968457,2880824.64,0.40153452685422
2024-12-14,Extreme Greed,167801.399244,135.87157833522267,2369561.78,0.47368421052631576
2024-12-15,Extreme Greed,97525.315279,57.4692488385386,2583269.81,0.24572775486152032
2024-12-16,Extreme Greed,166774.344133,158.07994704549765,2740808.97,0.5071090047393365
2024-12-17,Extreme Greed,219591.305172,113.13307839876352,5233597.63,0.4363730036063885
2024-12-18,Extreme Greed,13682.994673,9.575223703988803,3798887.07,0.36599020293911827
2024-12-19,Extreme Greed,62744.004486000005,18.79125621024259,8241709.39,0.6148547469302186
2024-12-20,Greed,254969.660039,102.47976689670418,7681274.71,0.5558681672025724
2024-12-21,Greed,150022.163157,89.24578415050566,4382875.12,0.5496728138013087
2024-12-22,Greed,352197.163973,455.03509557235145,3087320.22,0.4354005167958656
2024-12-23,Greed,-29430.626577,-12.53967898466127,6771878.26,0.2901576480613549
2024-12-24,Greed,14813.780116,43.827751822485205,1767036.11,0.33727810650887574
2024-12-25,Greed,756.6570469999998,3.637774264423076,347889.35,0.30288461538461536
2024-12-26,Extreme Greed,60228.639722,86.41124780774749,2205242.65,0.5136298421807748
2024-12-27,Greed,2672.811035,10.280042442307693,347913.0,0.4230769230769231
2024-12-28,Greed,940.673623,5.842693310559007,281555.01,0.22981366459627328
2024-12-29,Greed,2884.067927,14.348596651741294,344628.54,0.31840796019900497
2024-12-30,Greed,9009.738137,29.637296503289473,1073865.73,0.39473684210526316
2024-12-31,Greed,5445.01281,17.794159509803922,877164.62,0.3006535947712418
2025-01-01,Greed,-9528.065345,-99.25068067708334,282582.1,0.3020833333333333
2025-01-02,Greed,32300.205017,50.946695610410096,1363746.44,0.5962145110410094
2025-01-03,Greed,10596.108968,60.897177977011495,263824.13,0.4482758620689655
2025-01-04,Greed,-2202.6622420000003,-11.472199177083334,704445.1900000001,0.4583333333333333
2025-01-05,Greed,54536.829297000004,44.338885607317074,10720240.52,0.43089430894308944
2025-01-13,Greed,9655.429352,23.66526801960784,2936648.0100000002,0.3872549019607843
2025-01-14,Greed,16069.512355,58.43459038181818,876581.97,0.49818181818181817
2025-01-15,Greed,14819.5883,55.50407602996255,1801599.8900000001,0.4606741573033708
